2025-08-10 22:11:47,902 [Worker-7: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /course-service/src/test/java
2025-08-10 22:11:47,904 [Worker-7: Updating Maven Project] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /course-service/src/test/resources
2025-08-10 22:11:48,418 [Worker-7: Updating Maven Project] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed for 1 poms: local refresh takes 0.00 sec, refresh facades takes 1.00 sec, update config takes 0.00 sec 
2025-08-10 22:11:48,870 [Worker-10: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 1 resource from src\main\resources to target\classes
2025-08-10 22:11:48,893 [Worker-10: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - Copying 0 resource from src\main\resources to target\classes
2025-08-10 22:11:48,901 [Worker-10: Building] INFO  o.a.m.s.f.DefaultMavenResourcesFiltering - skip non existing resourceDirectory C:\Users\Apoorva\Documents\workspace-sts1\course-service\src\test\resources
2025-08-10 22:12:27,139 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013 [364])
2025-08-10 22:12:27,143 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013
2025-08-10 22:12:27,144 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\aopalliance-1.0.jar
2025-08-10 22:12:27,145 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\guice-5.1.0.jar
2025-08-10 22:12:27,146 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\httpclient-4.5.14.jar
2025-08-10 22:12:27,147 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\httpcore-4.4.16.jar
2025-08-10 22:12:27,147 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\jansi-2.4.1.jar
2025-08-10 22:12:27,148 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\jcl-over-slf4j-1.7.36.jar
2025-08-10 22:12:27,149 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-artifact-3.9.9.jar
2025-08-10 22:12:27,150 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-builder-support-3.9.9.jar
2025-08-10 22:12:27,150 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-compat-3.9.9.jar
2025-08-10 22:12:27,151 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-core-3.9.9.jar
2025-08-10 22:12:27,151 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-embedder-3.9.9.jar
2025-08-10 22:12:27,152 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-model-3.9.9.jar
2025-08-10 22:12:27,152 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-model-builder-3.9.9.jar
2025-08-10 22:12:27,152 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-plugin-api-3.9.9.jar
2025-08-10 22:12:27,153 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-repository-metadata-3.9.9.jar
2025-08-10 22:12:27,154 [Worker-0: Launching Executing clean in C__Users_Apoorva_Documents_workspace-sts1_course-service] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: C:\Users\Apoorva\Downloads\spring-tools-for-eclipse-4.31.0.RELEASE-e4.36.0-win32.win32.x86_64\sts-4.31.0.RELEASE\plugins\org.eclipse.m2e.maven.runtime_3.9.900.20250220-2013\jars\maven-resolver-api-1.9.22.jar
